feature_1,feature_2,feature_3,feature_4,example_id,part,all
1.562777778,13.70055556,2.065,41,11443,1,1
7.768055556,1.211666667,3.701,36,12732,1,1
0.2225,8.532777778,4.403,39,11433,1,1
1.495833333,2.464444444,6.791,34,10578,1,1
0.480833333,3.103333333,6.116,33,11791,1,1
2.734444444,5.395555556,30.404,36,10403,1,1
5.739166667,1.698888889,11.697,32,14364,1,1
23.45527778,10.60194444,2.843,31,13244,1,1
7.051944444,5.425277778,0.904,41,10837,1,1
1.895277778,5.699444444,0.809,28,10465,0,0
5.4475,2.619444444,15.732,46,15039,1,1
2.068888889,6.184722222,14.701,37,14281,1,1
9.834444444,1.782222222,4.065,41,12187,1,1
23.44027778,7.818888889,40.448,36,13103,1,1
4.938333333,0.5175,0.863,16,10444,0,0
0.870555556,4.933055556,5.808,37,12034,1,1
3.941666667,7.185,37.666,39,13019,1,1
1.798055556,2.51,5.156,37,14185,1,1
9.019722222,1.446944444,7.867,40,15277,1,1
0.152777778,3.112222222,2.085,11,14404,0,0
13.40027778,6.373888889,14.416,49,12952,1,1
8.699722222,14.81055556,47.933,42,10374,1,1
23.74277778,8.889444444,5.586,26,14810,0,0
0.800277778,8.279722222,9.829,38,11212,1,1
0.271111111,2.607777778,17.71,33,12883,1,1
1.252222222,8.977222222,59.83,49,10995,1,1
23.72805556,8.501944444,13.166,44,14992,1,1
23.60972222,3.893611111,4.888,31,10629,1,1
0.913055556,7.5675,24.958,40,13081,1,1
0.329166667,5.583888889,3.904,32,11560,1,1
1.124444444,7.790555556,32.53,37,10328,1,1
0.096944444,3.4625,4.527,34,13829,1,1
1.3325,7.834722222,11.9,40,14892,1,1
3.9025,5.686666667,6.685,37,11459,1,1
23.60416667,4.772777778,1.056,41,10727,1,1
0.452222222,9.117222222,14.583,25,15122,1,0
9.012777778,0.992777778,6.212,46,14551,1,1
0.857222222,1.650833333,3.588,45,14167,1,1
0.254166667,11.95555556,4.044,45,10862,1,1
23.05611111,6.249166667,0.858,39,12449,1,1
0.970555556,8.264444444,0.775,39,12297,1,1
4.375833333,7.735555556,6.509,12,12016,0,0
0.245555556,7.167777778,17.332,32,15009,1,1
11.40055556,10.41333333,12.152,40,11217,1,1
0.917777778,8.7625,3.547,30,12250,1,1
2.914166667,5.574722222,6.481,26,15312,0,0
1.206111111,7.46,8.872,31,10385,1,1
23.65805556,8.983611111,1.537,37,13222,1,1
23.81888889,5.385,9.313,40,14010,1,1
23.99305556,9.348333333,10.85,36,13016,1,1
8.698888889,2.2625,8.017,38,10478,1,1
4.226666667,1.850833333,0.941,35,13790,1,1
23.19194444,9.042777778,14.055,46,13841,1,1
22.36694444,1.865277778,4.344,41,13113,1,1
0.1875,9.313055556,12.003,37,12410,1,1
2.644166667,5.507222222,20.574,34,15119,1,1
1.315,6.353333333,2.748,39,12669,1,1
23.52722222,4.292222222,7.884,41,11874,1,1
12.08388889,1.948611111,9.151,49,10158,1,1
0.51,7.4775,46.645,38,14878,1,1
1.064722222,0.935833333,0.894,33,11677,1,1
5.425,5.187777778,12.024,35,10229,1,1
1.097222222,8.968333333,11.577,38,14053,1,1
3.887222222,5.669166667,6.475,36,10567,1,1
1.733611111,8.880833333,7.926,48,10535,1,1
4.875,2.314444444,7.208,39,12205,1,1
2.488611111,5.023888889,4.569,35,13305,1,1
2.260277778,6.374166667,2.174,41,12503,1,1
9.244166667,1.305833333,3.691,35,14502,1,1
6.231111111,5.096666667,2.256,30,13628,1,1
1.156666667,8.650833333,39.878,39,10926,1,1
23.60194444,4.6075,11.754,36,13136,1,1
0.546944444,7.846666667,3.779,45,13157,1,1
1.815833333,3.512777778,6.391,9,15013,0,0
4.158888889,2.021666667,6.893,42,13130,1,1
2.618888889,9.459166667,35.835,36,10211,1,1
1.222777778,5.353888889,3.22,38,13847,1,1
9.621944444,1.966111111,2.934,37,14895,1,1
3.500277778,3.931944444,1.123,44,13514,1,1
0.338055556,8.976111111,6.101,37,11339,1,1
2.71,12.40194444,2.196,36,14908,1,1
0.886666667,9.1675,40.277,14,15184,0,0
4.841388889,1.445,8.38,36,12698,1,1
4.239444444,4.527222222,5.953,30,14741,1,1
1.399166667,1.136944444,6.662,36,12474,1,1
4.69,3.858611111,6.937,35,14041,1,1
0.366111111,7.429166667,2.632,25,12444,0,0
1.752222222,9.396666667,11.367,30,11894,1,1
1.251388889,8.503333333,9.46,30,12649,1,1
12.92333333,10.33972222,11.151,30,11257,1,1
2.041111111,9.512777778,0.938,38,12970,1,1
0.100277778,8.519444444,5.653,46,15123,1,1
4.881944444,3.939722222,0.917,23,10991,0,0
21.97277778,6.778055556,31.942,25,10806,0,0
3.74,12.59722222,2.024,46,15215,1,1
2.776666667,7.098888889,1.282,45,10607,1,1
0.787222222,7.638333333,3.407,35,14747,1,1
0.746666667,10.68888889,14.734,28,10816,0,0
0.835277778,8.024444444,5.661,33,11631,1,1
0.715277778,10.66305556,10.795,40,12018,1,1
22.62722222,5.39,0.852,38,14607,1,1
1.902777778,3.276111111,0.856,52,14272,1,1
3.6275,3.032222222,1.778,34,10981,1,1
0.801666667,1.844444444,10.766,41,14768,1,1
3.7925,8.098055556,2.159,28,13365,0,0
1.503888889,1.413055556,9.115,44,11193,1,1
0.578888889,8.821666667,6.097,35,14910,1,1
4.828611111,2.937777778,0.84,35,14257,1,1
23.47722222,8.785833333,0.933,38,12635,1,1
23.82555556,7.762777778,2.322,24,10214,0,0
2.7475,6.053333333,1.642,33,15267,1,1
1.404166667,5.158888889,0.759,30,10149,1,1
23.13416667,7.995555556,26.583,37,12601,1,1
1.937777778,7.454444444,1.887,36,11884,1,1
1.617222222,7.744166667,11.637,40,13399,1,1
0.351111111,7.513611111,4.877,42,11747,1,1
4.089444444,0.6875,4.346,42,12722,1,1
2.960555556,4.619722222,5.021,26,13439,0,0
5.334722222,4.468611111,0.932,34,14955,1,1
0.375277778,8.013888889,10.439,38,13759,1,1
4.923055556,4.761388889,5.59,24,11100,0,0
0.463333333,7.581111111,1.818,36,10842,1,1
6.253611111,3.381388889,5.79,41,13145,1,1
23.40694444,10.58638889,4.343,34,14454,1,1
2.739444444,1.661666667,2.455,40,13952,1,1
23.71611111,10.15305556,8.301,38,12903,1,1
1.440833333,6.636666667,29.884,31,12524,1,1
23.59861111,7.557222222,4.022,42,15173,1,1
23.10388889,9.128055556,40.799,24,14181,0,0
0.368888889,8.614444444,10.205,24,13172,0,0
0.513611111,8.838888889,14.018,38,14573,1,1
1.056944444,7.700833333,11.169,40,15021,1,1
2.056666667,6.171388889,6.103,40,11561,1,1
1.203333333,1.124444444,7.188,33,11262,1,1
23.84666667,4.464722222,5.657,30,13267,1,1
23.83111111,9.110555556,21.471,24,15027,0,0
2.215,6.565555556,0.785,42,10950,1,1
3.762222222,2.6025,13.791,32,11126,1,1
7.6975,6.278611111,22.616,6,12648,0,0
0.163888889,8.141944444,12.497,28,10098,0,0
12.37888889,0.345833333,2.329,49,10086,1,1
1.980833333,0.683055556,4.652,39,11835,1,1
23.50888889,9.669166667,1.002,36,14648,1,1
0.892777778,9.188333333,50.6,34,10749,1,1
0.708888889,6.580833333,14.007,37,14132,1,1
3.758333333,14.53805556,2.491,37,14101,1,1
2.7475,2.961944444,2.372,37,11344,1,1
2.516111111,6.571111111,4.831,35,14457,1,1
0.118611111,8.21,12.543,27,12106,0,0
1.464166667,6.043888889,0.839,36,14770,1,1
5.735,1.809166667,3.887885833,35,10266,1,1
0.0425,9.305555556,6.406,42,11976,1,1
23.74027778,12.18638889,10.792,31,13235,1,1
1.204722222,1.533611111,2.224,39,11675,1,1
1.406111111,1.680277778,5.569,44,13887,1,1
10.29666667,0.846111111,5.172,41,12261,1,1
1.186666667,8.456388889,10.688,40,14814,1,1
0.666944444,8.695555556,5.083,44,12707,1,1
7.106944444,2.279166667,2.146,36,10296,1,1
0.999722222,12.38222222,4.813,30,11524,1,1
4.361388889,1.525,0.955,37,14653,1,1
1.256666667,6.756666667,4.69,39,11499,1,1
3.900555556,5.119722222,11.631,37,12133,1,1
5.356944444,2.678888889,0.534544504,36,14600,1,1
0.912777778,9.000555556,7.108,36,12850,1,1
4.223333333,4.194722222,26.66,36,11983,1,1
5.011388889,3.190833333,14.006,38,13166,1,1
0.685,6.399722222,13.11,34,15121,1,1
5.959166667,1.264722222,3.032,34,10249,1,1
5.205555556,2.554722222,6.21,38,10068,1,1
21.52027778,1.415555556,3.753,46,15030,1,1
10.0075,2.886666667,15.835,39,13617,1,1
6.144722222,0.971944444,9.368,25,13976,0,0
4.283055556,1.605833333,5.367,32,14959,1,1
5.334722222,0.446666667,0.829,38,12778,1,1
3.009166667,7.338333333,6.618,8,11522,0,0
23.5775,9.356944444,5.189,28,10340,0,0
1.219722222,8.989444444,11.448,26,11832,0,0
9.898611111,1.682222222,11.544,45,12837,1,1
0.4725,1.163611111,1.605,37,11515,1,1
22.77583333,11.0975,3.285,38,13601,1,1
1.790555556,1.615833333,5.477,28,10303,0,0
23.96638889,9.471944444,39.899,33,12506,1,1
4.823333333,6.230833333,11.941,32,13035,1,1
23.77388889,8.9925,0.966,27,14718,0,0
1.1625,9.481666667,9.753,36,14580,1,1
23.66944444,9.233055556,18.029,34,14260,1,1
0.687777778,6.3325,11.383,37,12815,1,1
7.441666667,4.448611111,15.33,42,11593,1,1
4.505555556,5.272777778,6.82,32,12579,1,1
11.28611111,2.056944444,12.15,42,12972,1,1
23.72722222,11.035,5.522,38,12134,1,1
0.972777778,8.685,9.87,31,12342,1,1
11.10638889,2.274722222,13.961,38,11950,1,1
0.813333333,9.200555556,3.001,13,14450,0,0
21.90527778,5.110833333,17.383,36,14575,1,1
12.69527778,20.21277778,12.413,36,11534,1,1
3.946944444,5.630555556,0.942,36,11902,1,1
0.774166667,6.118055556,40.815,36,12667,1,1
5.763055556,2.719166667,4.235,35,12605,1,1
0.538055556,8.856666667,0.636,33,14250,1,1
2.078888889,0.690833333,0.856,39,14708,1,1
6.583888889,2.853888889,7.889,48,10372,1,1
2.953888889,1.211388889,0.957,32,14736,1,1
1.327777778,8.063055556,4.92,32,12212,1,1
0.147222222,7.301111111,34.899,37,10014,1,1
2.219444444,7.586944444,12.171,35,14790,1,1
9.544722222,1.572222222,5.488,36,12344,1,1
23.09861111,3.8325,18.177,37,12256,1,1
1.459722222,6.433055556,7.887,38,11240,1,1
13.49722222,9.815555556,11.889,37,13483,1,1
3.914166667,5.699722222,0.946,36,13798,1,1
8.465277778,1.963611111,2.437,34,13255,1,1
2.368333333,10.85916667,0.942,31,15183,1,1
1.9075,11.01416667,3.591,42,12049,1,1
1.597222222,1.86,0.948,41,10181,1,1
0.370277778,8.964166667,15.245,46,13830,1,1
1.116944444,9.845833333,16.246,28,13606,0,0
1.168333333,9.118611111,5.651,35,11649,1,1
2.565833333,1.934166667,11.431,33,13632,1,1
23.20888889,10.04027778,6.458,30,14670,1,1
3.467222222,4.722222222,6.427,36,12951,1,1
2.483611111,5.580555556,8.395,24,15281,1,0
3.085555556,0.698333333,2.033,39,12129,1,1
8.945,1.041111111,2.787,41,14436,1,1
0.5025,8.674722222,1.538,33,10200,1,1
23.53416667,3.593611111,2.57,38,14750,1,1
21.15555556,1.226944444,3.868,37,11775,1,1
0.124444444,0.660277778,0.573,34,11113,1,1
1.840555556,2.476388889,4.137,36,12824,1,1
3.511111111,6.983888889,47.532,40,10215,1,1
10.05138889,1.098611111,2.35,35,10495,1,1
1.081944444,7.439166667,18.396,34,15155,1,1
21.48333333,5.463333333,18.403,41,14433,1,1
3.949444444,3.132222222,0.819,37,12843,1,1
9.285555556,1.136388889,7.404,41,12186,1,1
23.50416667,7.551666667,8.462,52,10886,1,1
10.11083333,1.648611111,5.469,33,14702,1,1
1.689722222,17.33361111,10.54,36,11518,1,1
9.375555556,0.490277778,3.088,36,12298,1,1
0.929722222,4.819722222,15.903,36,10597,1,1
1.479444444,8.481944444,0.879,33,14917,1,1
1.450277778,2.505555556,3.389,35,12176,1,1
2.653333333,1.575277778,7.892,49,15134,1,1
0.191666667,8.99,0.85,41,13578,1,1
3.591666667,4.601944444,4.59,34,10821,1,1
7.463611111,1.601388889,5.349,30,12647,1,1
2.100277778,6.111666667,5.939,37,12238,1,1
2.735277778,2.430277778,0.899,39,11915,1,1
21.64333333,0.383055556,1.66,42,13859,1,1
0.87,7.2875,10.824,34,13132,1,1
4.304166667,4.605277778,6.853,35,13167,1,1
23.88916667,9.581388889,17.531,25,10794,1,1
4.447222222,1.486944444,49.136,33,11828,1,1
12.115,1.576388889,5.445,39,11265,1,1
22.18722222,1.264444444,4.279,39,10706,1,1
1.760277778,9.508055556,14.102,28,14968,0,0
5.355277778,3.176666667,12.83,34,14861,1,1
5.553055556,5.604166667,6.474,28,11956,0,0
0.747222222,6.819444444,0.875,30,12065,1,1
4.493611111,0.461944444,0.816,38,15221,1,1
4.417777778,1.192222222,4.025,40,14809,1,1
8.4025,2.047777778,67.288,23,13978,0,0
0.425833333,8.5275,11.556,32,12495,1,1
8.265277778,0.174722222,1.368,33,12276,1,1
1.924444444,6.655277778,7.503,52,11988,1,1
23.88555556,1.428055556,8.585,41,12614,1,1
23.42555556,8.917222222,53.024,33,14597,1,1
1.983611111,5.274722222,0.877,40,13303,1,1
5.662222222,1.443888889,2.725,31,11823,1,1
0.262777778,8.581944444,0.78,49,12764,1,1
2.146666667,0.988611111,0.9,30,14743,1,1
0.289444444,4.553888889,14.241,34,12203,1,1
8.366666667,1.341944444,4.469,36,14102,1,1
21.51333333,1.916666667,0.79,37,10145,1,1
2.330555556,10.79416667,1.53,40,13741,1,1
0.520277778,8.601666667,6.241,34,10935,1,1
0.806944444,7.228055556,0.665,36,14197,1,1
5.975277778,4.198888889,26.661,36,12348,1,1
23.93277778,5.39,9.606,42,10506,1,1
0.349722222,6.458611111,6.247,35,10084,1,1
9.538333333,0.777222222,1.188,30,10613,1,1
0.593333333,9.734722222,1.479,38,11707,1,1
5.919444444,0.706111111,0.921,34,13687,1,1
2.532222222,2.050277778,4.147,37,13562,1,1
12.8375,8.456111111,15.011,40,13746,1,1
7.498333333,2.724444444,8.978,42,10224,1,1
5.980833333,4.132222222,15.253,41,12940,1,1
21.59861111,0.440833333,2.835,37,11709,1,1
23.58583333,8.0525,44.781,31,13152,1,1
0.395277778,1.338611111,0.917,34,10162,1,1
23.89194444,3.358888889,4.881,40,13975,1,1
2.276944444,6.384722222,6.063,40,11155,1,1
1.016944444,8.249444444,40.319,40,13092,1,1
1.529722222,1.496111111,0.93,44,10588,1,1
23.09166667,4.529444444,10.632,21,11555,0,0
3.870833333,7.369444444,3.379,31,13822,1,1
22.97138889,9.718055556,47.649,34,10704,1,1
23.65333333,3.677777778,7.875,33,12842,1,1
3.783055556,3.204166667,2.811,41,13548,1,1
12.08972222,1.313611111,4.598,36,10452,1,1
0.353055556,5.521388889,13.703,39,12499,1,1
5.997777778,4.964444444,3.729,49,14409,1,1
23.55277778,8.621388889,3.533,36,11351,1,1
22.99027778,9.237222222,9.032,36,10925,1,1
4.637222222,2.337222222,0.885,46,12927,1,1
23.30444444,9.286944444,7.689,31,14881,1,1
1.843611111,8.325555556,11.898,49,10222,1,1
4.08,2.960833333,4.127,41,12166,1,1
2.706666667,1.533333333,8.753,39,13710,1,1
2.386666667,3.076944444,14.53,42,11790,1,1
9.159166667,1.516111111,1.916,37,11650,1,1
2.891111111,1.590555556,0.791,40,12985,1,1
0.285555556,7.449722222,11.768,35,12480,1,1
0.349166667,8.441111111,10.165,36,11244,1,1
1.518611111,4.303055556,0.899,36,12048,1,1
3.919722222,0.920277778,12.7,25,15128,0,0
23.07472222,9.705,6.459,24,14700,0,0
1.675555556,7.808055556,19.369,38,14717,1,1
1.680277778,8.981666667,1.588,31,11772,1,1
4.220277778,0.555,0.913,45,11485,1,1
0.152222222,10.37277778,4.019,34,11980,1,1
4.721666667,3.350555556,0.789,39,14429,1,1
1.844166667,6.018333333,2.283,26,15174,0,0
0.8675,5.575277778,0.879,46,15019,1,1
0.473333333,7.416388889,3.891,40,13094,1,1
23.62777778,6.739722222,8.581,25,15194,0,0
3.992222222,4.873333333,8.686,49,14776,1,1
6.12,3.450277778,13.817,37,12407,1,1
0.4,8.585277778,4.739,38,10948,1,1
9.679444444,2.759444444,7.326,45,10699,1,1
0.238611111,9.164166667,12.176,30,14486,1,1
6.853055556,1.671666667,2.865,25,10913,0,0
23.94694444,6.029166667,5.579,33,11843,1,1
0.683888889,7.911388889,5.479,49,12681,1,1
0.534444444,5.941666667,2.268,33,10622,1,1
2.020277778,8.236111111,1.948,48,12068,1,1
4.958888889,0.403888889,0.717,38,10418,1,1
8.005277778,4.6675,16.362,44,14265,1,1
0.773611111,10.46611111,1.537,36,12583,1,1
10.15722222,13.45777778,50.49,39,11639,1,1
23.67166667,10.43861111,4.677,38,13033,1,1
0.9575,7.608888889,3.07,35,12321,1,1
10.2425,0.792222222,5.159,31,15308,1,1
12.98388889,0.339166667,2.232,38,10651,1,1
4.298333333,2.635833333,3.083,46,14613,1,1
23.40833333,9.983333333,1.508,37,13938,1,1
4.062222222,5.175555556,1.415,45,14001,1,1
1.022777778,7.589166667,12.602,44,11315,1,1
1.4375,6.228888889,4.737,33,13523,1,1
0.365277778,7.599444444,6.851,34,14452,1,1
0.743055556,8.57,0.871,33,11207,1,1
2.839444444,6.998888889,0.848,39,13043,1,1
2.715833333,1.793055556,4.865,32,13551,1,1
8.998055556,2.013888889,0.891,38,14925,1,1
23.51388889,10.24694444,4.654,37,11299,1,1
6.906944444,2.059166667,4.138,40,11105,1,1
1.323888889,5.661666667,0.894,34,12997,1,1
23.32916667,7.536388889,3.528,36,14524,1,1
1.7,8.826111111,5.905,48,13282,1,1
23.78972222,8.653333333,13.155,39,14383,1,1
23.89777778,11.97833333,12.041,36,11568,1,1
4.873055556,4.234444444,6.338,31,13509,1,1
23.53833333,9.010833333,0.879,40,14011,1,1
23.72194444,0.791388889,0.883523056,40,13627,1,1
21.53444444,5.370555556,18.009,49,10379,1,1
23.54361111,4.803333333,0.835,39,11418,1,1
0.905,7.888888889,21.682,32,12950,1,1
1.325833333,1.641944444,0.869,35,11165,1,1
1.971666667,3.946111111,4.035,35,12652,1,1
9.582222222,0.795833333,2.709,30,13907,1,1
4.498055556,6.731111111,1.323,36,14752,1,1
23.98,1.24,30.08,25,13334,0,0
0.830555556,7.932222222,11.914,36,11943,1,1
6.176944444,2.173888889,2.069,34,15253,1,1
4.3875,4.555833333,3.815,35,11329,1,1
23.95166667,9.3825,4.455,36,11483,1,1
1.625,9.251666667,8.917,35,11038,1,1
23.65722222,6.243611111,34.889,37,13416,1,1
0.555277778,3.120833333,16.466,36,12418,1,1
4.006666667,1.834722222,0.518,44,12195,1,1
9.293888889,5.095555556,2.766,13,14543,0,0
1.745555556,8.601666667,9.345,30,11928,1,1
3.572222222,3.3725,1.937,37,14151,1,1
4.764166667,5.854166667,4.647,35,15005,1,1
3.965277778,1.550555556,61.18,41,10355,1,1
1.315555556,6.023888889,4.637,34,12571,1,1
0.074166667,1.283055556,0.844,37,11026,1,1
